OutRecID,FirstName,MiddleName,LastName,StreetNumber,StreetName,StreetSuffix,UnitType,UnitNumber,City,State,ZIP,MailType,MailAddr1,MailAddr2,MailCity,MailState,MailZIP,SSN,DOB
A100224,C. Gomez,,,1 009,winding willo,DR,,,TRINITY,FL,3465,,,,,,,,197703
A101422,Chadd,,Gomez,1009,WINDING WILLOW,DRV,,,Trinity,fl,34655-,,,,Trinity,FL,34655,161916513,
A105826,Chad,,GOMES,1009,WINDING WILLOW,,,,Trin ity,FL,34655,,,,,,,161-91-6513,19770313
A103008,Chad ,,Gomez,1009,W. Willow,DR,,,TRINITY,FL,34655,,,,,,,,1977/03/13
A103150,Cecilia,,Gomez,153,MAIN ST,,,,Fillmore,CA,93015,POBox,22800,806,Fillmore,CA,93016,161-88-1702,1978-02-01
A106194,C.Gomez,,,153,MAiN,ST,,,FILLMORE,CA,9301,P O BOX,22800-806,,FILLMORE,CA,93016,161881702,19780201
A104264,cecilia,,Gomez, 153,Main,St.,,,Fillmore,CA,93015,po box,22800,806,fillmore,CA,93016,,1978-02
A103512,Cecillia,,Gomes,153,Main,ST,,,FILLMORE,CA,93015,PO BX,22800,806,,,,161-88-1702,1978/02/01
A100585,C GOMEZ,,,153,MAIN,ST,,,FILLMORE,CA,93015,POBOX,22800806,,,,,,
A100702,Cecilia,,Gomez,153,MAAIN,ST,,,Fillmore,CA,93015,PO BOX,22800,806,"Fill,more",CA,93016,161-88-1702,
A104661,Chad,,Gomez,153,Main Street,,,,FILLMORE,CA,93015,POB,22800,806,FILLMORE,CA,93016-,161-91-6513,19770313
A106405,CHADWICK,,GOMEZ,153,MAIN,ST,,,FILLMOREE,CA,93015,PO BOX,22800,806,FILLMORE,CA,93016,,1977-03-13
A102250,Chad,,Gomes,153,Main,ST,,,Fillmore,CA,93015,P O BOX,22800-806,,,,,161916513,
A100428,J.,,JOHNSON,153,MAIN,st.,,,fillmore,ca,9301,pobox,22800,806,Fillmore,CA,93016,,1977/03/13
A103112,Chad,,Gomez, 153,Main,ST,,,FILLMORE,CA,93015,POBOX,22800806,,,,,161-91-6513,19770313
A102832,CHAD,,GOMEZ,153,MAIN,ST,,,FILLMORE,CA,93015,PO BOx,22800,806,"FILL,MORE",CA,93016,161 91 6513,
A104852,cecilia,,gomez,29659,Avenida De Cortez,,,,sun city,CA,92586,po box,12761,107,Sun City,CA,92586,161-88-1702,1978-02-01
A102977,C. GOMEZ,,,29659,avda de cortez,,,,"SUN,CITY",CA,92586-,"po,box",12761,,SUN_CITY,CA,9258g,161881702,2/1/78
A104904,Cecelia,,Gomes,29659,Avenida de Cortes,,,,SunCity,CA,92586,POBX,12761,107,SUNCITY,CA,,161881702,
A105199,Jennfer,,O'CONNOR,29659,AVENIDA  DE CORTEZ ,,,,SUN CITY,CA,925886,P O BOX,12761,107  ,Sun    City,CA,92586,161-88-1701,19780201
A100743,Cecilia,,Gomez,29659,Avenida De Cortez,,,,SUN CITY,CA,,,,,,,,,1978/02/01
A104825,Cecelia,,Goomez,29695,Avendia De Cortez,,,,SUN-CITY,CA,92586,PO BOX,17261,107,SUN CITY,CA,92856,161 88 1702,
A105411,Chad,,goMez,29659,AV. de cortez,,,,suncity,CA,92586,PO BOX,12761,107,SUN CITY,CA,92586,161-91-6513,19770313
A100065,C HAD,,GOMEZ,29659,Avenida DeCortez,,,,"SUN, CITY",CA,9258,P0 BOX,12761,,SUNCTY,CA,92586,,77/03/13
A103916,Chadd,,Gomez,29659,Avenida De Cortz,,,,SUN CITY,CA,92685,P O BOX,12716,707,SUN CITY,CA,92586,161-91-6514,
A105120,CECELIA,,Gomez,1419,W. WEST,AVE,,,Fullerton,CA,92833,PO BX,34644,6459,Fullerton,CA,92834,161-88-1702,1978-02-01
A103574,C. Gomez,,,1419,West Av.,,,,FULLERTON,CA,92833-,,34644,,fullerton,CA,92834A,,1978/2/01
A105974,Cecilla,,GOMEZ,1419,WEST,AVE,,,FullerTon,CA,92833,P.O.BOX,34644,6495,FULLERTON,CA,92834,161881702,
A105107,JENNIFER,WARNER,CARVALHO,1419,West,Ave,,,FULLERTON,CA,92833,PO BOX,34644,6459,Fullerton,CA,92834,161-91-6513,1977-03-13
A101149,C GOMEZ,,,1419,WEST,,,,FULLERTON,CA,92833,po box,34644,,FULLERTON,CA,,,3/13/77
A103584,CHADWICK,,GOMEZ,1419,WEST,AVE,,,Fullorton,CA,92833,PO BOX,34644,6459,FULLERTON,CA,92834,161-91-6591,
A101049,Cheryl,,Lopez,957,SERRANO,Ave,,,LOs Angeles,CA,90029,,,,,,,072-70-2969,1972-12-11
A103148,Cherl,,LOPEZ,957,serrano,AVE,,,LOS ANGELES,CA,90929,,,,,,,072702969,72/12/11
A100511,ROBERtA,OTTO,RAMIREZ ,957,srrano Av,,,,L.A.,CA,90029A,, ,,,,,,1972
A103036,chryel,,LOPES,957,SERRANO,,,,LOS ANGELES,CA,90029,,,,,,,072-70-2996,19721211
A105055,C. Lopez,,,957,SERRANO AVE,,,,"LOS,ANGELES",CA,90029,,,,,,,,
A104806,Cheril,,LOPEZ,975,SERRANO,Ave,,,LOS ANGELES,CA,90029,,,,,,,07270-2969,
A104153,CHERYL,,LOPEZ,1106,OASIS CT,,,,san jacinto,CA,92582,,,,,,,072-70-2969,19721211
A104682,JOHN,L,JOHNSON,1106,Oasis,Ct,,,SAN JACINTO,CA,92482,,,,,,,072-70-2699,1972-12-11
A100536,C.LOPEZ,,,1106,OASIS CT,,,,"SAN,JACINTO",CA,92582A,,,,,,,,197212
A102125,Sherly,,LOPEZ,1160,OASIS,CT,,,sjacinto,CA,92582,,,,,,,,
A102754,Cheryl,,LOPEZ,1106,OASIS,CT,,,SAN JACINTO,CA,9252,,,,,,,07270-2969,19721211
A107048,Cheryl,,Lopez,15452,PINTURA,DR,,,Hacienda Heights,CA,91745,,,,,,,072-70-2969,1972-12-11
A102168,C LOPEZ,,,15452,Pintura,DR,,,HACIENDA HEIGHTS,CA,91745,,,,,,,,72/12/11
A104408,Sheryl,,LOPEZ,15452,Pintura,Dr.,,,HACIENDA HTS,CA,92475,,,,,,,072702969,
A101979,LAWRENCE,,SANCHEZ,7206,LA PALMA,AVE,,,BUENA PARK,CA,90620,PO BOX,75092,5885,Buena Park,CA,90622,072-70-4761,19780820
A104953,L SANCHEZ,,,7206,LA PALMA AV,,,,"BUENA, PARK",CA,90620-,"PO, BOX",75092,,BUENA PARK,CA,90622A,072704761,1978-08-20
A103895,Lawrance,,Sanchez,7026,LA PALM,AVE,,,BuenaPark,CA,90620,P O BOX,70952,5885,BUENAPARK,CA,90622,,08/20/78
A101117,Laurence,,SANCHEZ,7206,LA PALMA,,,,B PARK,CA,90260,POBX,75092,,BUENA PARK,CA,90622,072-70-4761,
A106250,LAWRENCE,,SANCHEZ,5010,GOLONDRINA,WAY,UNIT,59,OCEANSIDE,CA,92057,PO BOX,1155,3166,Oceanside,CA,92051,072-70-4761,19780820
A102694,L Sanchez,,,5010,Golondrina Wy,,APT,59,oceanside,CA,9207,P.O.BOX,1155,3166,OCEANSIDE,CA,92151,,1978-08-20
A105854,Laurence,,Sanchez,5100,GOLONDRINA,WAY,Unit,59,OCEAN SIDE,CA,90957,PO BOX,1155,3166,OCEANSIDE,CA,,072-70-4761,08/20/78
A100724,L.SANCHEZ,,,5010,GOLONDRINA,,,,OCEANSIDE,CA,,POBX,1155,3166,OCEANSIDE,CA,92051,,
A104496,CHERYL,,SANCHEZ,365,FRONTAGE,RD,,,NIPOMO,CA,93444,PO BOX,4213,314,Nipomo,CA,93444,072-70-2969,19721211
A100366,C SANCHEZ,,,365,Frontage,Rd,,,NIPOMO,CA,93444-,POBX,4213,,NIPOMO,CA,9344A,,1972-12-11
A105959,Cherel,,SANCHES,365,FRONTAGE,,,,NIPOMO,CA,94444,P.O.BOX,4213,134,NIPOMO,CA,93444,072702969,
A101615,SHERYL,,SANCHEZ,365,FRONTAGE,RD,,,"Nipomo,",CA,93444,,,,,,,072-70-2699,
A100447,BEVERLY,,LUGONES,365,FRONTAGE,RD,,,NIPOMO,CA,93444,PO BOX,4213,314,NIPOMO,CA,93444,072-70-4761,19780820
A102351,L SANCHEZ,,,365,FRONTAGE RD,,,,NIPOMO,CA,93444-,POBX,4213,,NIPOMO,CA,93444B,072704761,1978-08-20
A105307,Laurence,,Sanchez,356,FRONTTAGE,RD,,,NIPOMO,CA,93444A,P O BOX,43213,413,NIPOMO,CA,,,08/20/78
A105452,LAWRENCE,,SANCH3Z,365,FRONTAGE,RD,,,NIPOMO,CA,93444,P.O.BOX,4213,314,NIPOMO,CA,9344X,072-70-4761,
A104973,Lorenzo,,SANCHEZ,365,FRONTAGE,,,,NPOMO,CA,93444,PO BOX,4213,314,NIPOMO,CA,93444,,19780820
A100390,LAWRENCE,,SANCHEZ,365,FRONTAGE,RD,,,NIPOMO,CA,,PO BOX,,,NIPOMO,CA,93444,072-70-4761,
A104816,CHERYL,,SANCHEZ,1188,2ND,ST,,,SAN BERNARDINO,CA,92408,,,,,,,072-70-2969,19721211
A101400,C Sanchez,,,1188,2nd St,,,,"San,Bernardino",CA,94208,,,,,,,072702969,1972-12-11
A107036,CHERIL,,SANCHEZ,1188,SECOND,ST,,,SAN BERNARDINO,CA,92408A,,,,,,,,
A103991,CHERYL,,SANCHEZ,1188,2ND,St.,,,SBernardino,CA,92408,,,,,,,072-70-2699,
A104633,lawerence,,Sanchez ,1188,Second,st.,,,San Bernardino,CA,92408,,,,,,,072704761,1978-08-20
A102100,L. ,,SANCHEZ,1188,2nd,ST,,,san bernardino,ca,924O8,,,,,,,072-70-4761,08/20/1978
A101058,LARRY,,Sanchez,1188,2ND,STREET,,,SAN BERNARDINO,CA,92408-,,,,,,,XXXXXX4761,
A100201,LAWRENCE,,san chez, 1188 ,2ND,ST,,,SAN BERNARDINO,CA,92408,,,,,,,072-70-4761,1978
A105875,Lawrence.,,Sanchez,118,2ND,,,,SAN BERNARDINO,CA,92408,,,,,,,072-70-4761,19780820
A101331,L WARANCE,,SANCHEZ,1188,2N D,ST,,,"SAN,,BERNARDINO",CA,924O8,,,,,,,,1978-08-20
A102631,CHERYL,,LOPEZ,410,COAST HWY 101,,,,ENCINITAS,CA,92024,,,,,,,111-28-5339,19820417
A107015,cheryl,,LOEPZ,410,COAST HIGHWAY-101,,,,ENCINITAS,CA,92024,,,,,,,111285339,1982/04/17
A106812, C. ,,Lopez,410,COASTHIGHWAY101,,,,ENCINITAS,CA,9204,,,,,,,X11-28-5339,04-17-1982
A107214,Chery,,Lopez,410,COAST HWY,101,,,ENCINITAS,CA,92024,,,,,,,,1982
A101772,C HERYL,,LOPEZ,671 3,GLIDDEN,STR,APT,D10,SAN DIEGO,CA,92111,P O BOX,2233, 45236,san diego,CA,92145,111-28-5339,1982-04-17
A103438,CHERYL,,LOPEZ,6713,GLIDEN,ST,APT.,D10,SAN DIEGO,CA,9211I,PO BOX,2233-45236,,SAN DIEGO,CA,92145,111285339,04/17/1982
A101919,Cheryl,,LOPEZ,06713,GLIDDEN,ST,,,SA N DIEGO,CA,92111-,"po,bo",2233,45236,SAN DIEGO,CA,,111-2X-5339,
A103410,C. LOPEZ,,,6713,GLIDDEN,ST,APT,10D,SAN DIEGO,CA,92111,POBOX,,,,,,111-28-5339,1982
A104584,CHERYL,,Lopez,6713,GLIDDEN STREET,,APARTMENT,D10 ,"San,Diego",CA,92111,,2233,,San Diego,CA,92145,,19820417
A102135,Cheryl,,Lopez-,1523,EIGHTH,Ave,Apt,C,oakland,CA,94606,,,,,,,111-28-5339,1982/04/17
A101365,C. LOPEZ,,,1523,8TH,AVE,APT,C,OAKLAND,ca,946O6,,,,,,,,19820417
A106011,SHERYL,,LOPEZ,1523,8TH,AV,APT.,,oakland,CA,9466,,,,,,,111285339,04-17-1982
A103493,CHERYLOPEZ,,,1523,8thAVE,,,C,OAKLAND,CA,94606,,,,,,,111-2X-5339,1982
A102614,CHERYL,,LOPEZ,,8TH,AVE,APT,C,Oakland,CA,94606,,,,,,,,
A104967,C Lopez,,,1523,8TH,,APT,C,OAKLAND,CA,94606-,,,,,,,111-28-5339,19820417
A107262,DONALD PAUL,,JOHNSON,2625,BAREFOOT CRK,CIR,,,"NAVARRE,",FL,3256,POBOX,72314,6474,NAVARRE,FL,32566,111-28-6658,19790408
A100101,D. JOHNSON,,,2625,BAREFOOT CREEK CIR,,,,NAVARRE,FL,32566, P O BOX ,72314,6474, Navarre ,FL,32566,111-28-6658,1979
A102914,DONALD,PAUL,JOHNSON,625,BAREFOOT CREEK,CR,,,Navarre,FL,32566,PO BX,723144, 6474 ,NAVARE,FL,32566-,111286658,08/04/1979
A104517, Don ,,Johnson,2625,B. CREEK,CIR.,,,Navarre,FL,32566,,,,,,,,
A101519,DONALD-P.,,JOHNSON,5211 ,CARTER SPNCER,ROAD,,,MIDDLEBERG,FL,32068,,,,,,,111-28-6658,19790408
A102179,D.PAUL JOHNSON,,,5211,CARTER SPENCER,RD,,,"MIDDLEBURG,FL",,32068O,,,,,,,,04/08/1979
A103519,Donalud,,JOHNSON,5211,CARTER SPENCER,,,,middleburg,FL,32068,,,,,,,111286658,
A102204,THOMAS,,HERNANDEZ,61,SEAFAR,,,,"LAGUNA,NIGUEL",CA,92677,PO BOX,68307,7814,LAGUNA NIGUEL,CA,92607,111-28-5339,19820417
A105287,Cherl,,JOHNSON,A61,SEAFARE,,,,LAGUNA NIGUEL,CA,9267,P0 BOX,068307,7814,LAGUNA NIGUEL,CA,92607,111285339,1982-04-17
A100820,CHERYL,,JOHNSON,61,SEAFARE,,,,Laguna Niguel,CA,92677-,POBOX,68307,7814 ,Laguna Niguel,CA,926O7,111-28-5339,04/17/1982
A106280,C JOHNSON,,,61,SEA FARE,,,,laguna niguel,CA,92677,POBOX,,,,,,,
A100754,CHERYLLE,,JOHNSON,61,SEAFARE,,,,LAGUNA N!GUEL,CA,92677,,68307,7814,LAGUNA NIGUEL,CA,92607,111-28-5339,1982
A101122,Claudio,,Garza,61,SEAFARE,,,,"Laguna,Niguel",CA,92677,PO BOX,68307,7814,Laguna Niguel,CA,92607-,,19820417
A106663,D. JOHNSON,,,61,SEAFARE,,,,laguna niguel,CA,92677,,,,,,,111-28-6658,19790408
A102373,Donald,Paul, Johnson,61,SEAFARE,,,,LAGUNA NIGUEL,CA,92677,PO BOX,68307, 7814 ,"LAGUNA,NIGUEL",CA,92607,,08-04-1979
A103662,DONALD PAUL,,JOHNSON,61 ,SEAFARE,,,,LAGUNA N1GUEL,CA,92677,POBOX,68307,7814,Laguna Niguel,CA,92607-,111286658,
A104540,CHERYL,,JOHNSON,2597,SENTER,RD,,,san jose,CA,95111,,,,,,,111-28-5339,1982/04/17
A104141,C Johnson,,,2597,SENTER,,,,"SAN JOSE,CA",,9511,,,,,,,,
A106385,CHERL,,JOHNSON,2957,SENTR,RD.,,,SAN JOSE,CA,95111-,,,,,,,111285339,19820417
A100695,DONALD,,JOHNSON,2597,SENTER,ROAD,,,"SAN,JOSE",CA,95111,,,,,,,111-28-6658,19790408
A105208,Don,,JOHNSON,2957,SENTER,RD,,,SAN JOSE,CA,9511,,,,,,,111-28-6658,
A106803,DONALD,P.,Johson,2597,SENTER,RD,,,San Jose,CA,95111-,,,,,,,,19790408
A100548,CHERYL,,ROBLES,11988,9TH,ST,,,CORAL SPRINGS,FL,33071,,,,,,,140-95-2118,19080621
A102299,Barb,,Gonzalez,11988,NINTH,ST,,,coral springs,FL,3307I,,,,,,,140952118,1908/06/21
A101237,C ROBLES,,,11988,9TH ST,,,,"Coral,Springs",FL,33071-,,,,,,,,19080621
A104089,CHERYL,,ROBLES,6920,ALKEN,CIR,,,NEW PORT RICHEY,FL,34653,PO BOX,23668,34656-1405,NEW PORT RICHEY,FL,34654,140-95-2118,19080621
A103516,chery,,robles,6920,ALKEEN,CIR.,,,"NEW PORT RICHEY,FL",,3465,"po,box",23668-,34656 1405,NEW PORT RICHEY,FL,34654-,140952118,06-21-1908
A102211,C. ROBLES,,,6920,ALKEN CIR,,,,new port richey,FL,34653,,,,,,,140-95-2118,19080621
A102259,SHERYL,,ROBLES,06920,ALKEN,CR,,,new port rchy,FL,34654,P O BOX,23668, 346561405,NEW PORT RICHEY,,,,
A100193,cheryl ,,ROBELS, 33, Sparrow,Ct.,,,havana,FL,32333,,,,,,,140952118,08/21/1908
A101048,Sheryl,,robles,33,SpaRrow,,,,HAVANA,florida, 32333- ,,,,,,,140-95-2118,1908-06-21
A103444,C. ROBLES,,,33,Sparrow Ct,,,,HAVANA,FL,32333A,,,,,,,,19080621
A106488,CHERYL,,ROBLES,33,SPAROQ,CT,,,HAVANNA,FL,3233,,,,,,,140-95-2118,
A100652,M. D.,,Johnson,12867,Paddee creek,Ln,,,Lodi,CA,95240,,,,,,,,04-09-1905
A104694,Jeremy,,ARTIS,12867,PADY CRK,LN.,,,LODI,CA,9524O,,,,,,,140-955821,19050409
A105081,Mark,D,Johnson,12867,PADDY CREEK,,,,Lodi,CA,95240,,,,,,,140-95-5821,
A104900,MARK,D,johnson,128 67,paddycreek,LN,,,LODI,CA,95240,,,,,,,140952821,19050409
A107211,MarK,,Jonhson,12867,Paddy Creek,LN,,,LODY,CA,92540,,,,,,,140-95-5821,1905
A103536,Mark D.,,Johnson,12867,Paddy Ck,Ln,,,LODI,CA ,95240,,,,,,,140-95-5821,1905-04-09
A101946,MARK,D,JOHNSON,357O,EXE7ER,DR,,,SAN BRUNO,CA,94066,POB,21696,878,SAN BRUNO,CA,94O66,140-95-5821,19050409
A101720,MARK D,,JOHNSON,3570,Exeter,,,,"San,Bruno",CA,94066 ,PO BOX,21696,878,San Bruno,CA,94066,,1905-04-09
A102445,M Johnson,,,3570,Exeter Dr,,,,San Bruno,CA,94066,POBOX,21696,,San Bruno,CA,94066,140-95-5821,19050409
A104197,Mark,D,Johnsen,3570,EXETER,DR,,,SAN BRUNO,CA,94066,P O BOX,21696,878,SAN BRUNO,,94066,140-95-5821,
A104471,MARK,,JOHNSON,35-70,Exeter,DR,,,SAN BRUNO,CA,94066,POB,21696,878,SAN BRUNO,CA,94O66,140-95-5821,19050409
A106943,M.,,JOHNSON,3570,Exter,DR,,,SAN BRUNO,CA,9406,POBOX,21696,878,SAN BRUNO,CA,94066,140955821,19050409
A106617,C. Johnson,,,7216,Jessie Ct,,,,ARLINGTON,TX,7602,PO Box,4727,300806,Arlington,,76007,140-95-2118,
A106474,CHERYL,,JOHNSON,7216,JESSEE,CT.,,,ARLNGTON,TX,76002,P O BOX,4727,300806,ARLINGTON,TX,76007,140-952118,19080621
A105253,Sheryl,,Johnsen,7216,JESSIE,CT,,,"ARLINGTON, ",TX,76002,POBOX,4727,0030806,ARLINGTON,TX,76007,140-95-2118,08/21/1908
A106142,C,,JOHNSON, 7216,Jessie,Ct,,,Arlington,TX,76002,PO Box,4727  ,,Arlington,TX,7607,,1908
A105112,CHERYL,,JOHNSON,7216,JESSIE,CT,,,ARLINGTON,TEXAS,76002,PO BOX,4727,300806,ARLINGTON,TX,76007,140-95-2118,1908-06-21
A107047,CHERYL,,JOHNNSON,7216,JESSIE,CT,,,ARLINGTON,TX,76002,PO BOX,,300806,,TX,76007,140-95-2118,19080621
A102465,M. JOHNSON,,,7216,Jessy,Ct,,,Arlington,TX,76002 ,pobox,4727,300806,arlington,tx,76007,140-95-5821,
A104785,Mark,D,Johnson,7216,JESSIE,,,,ARLINGTON,TX,76002,POB,4727,300806,ARLINGTON,TX,76007,140-955821,19050409
A104147,Mark,D,Johson,7216,JESSIE,CT,,,Arlington,TX,7602,PO BOX,4727,300806,ARLINGTON,TX,76007,140-95-5821,04-09-1905
A103982,M D Johnson,,,7216,Jessie Ct,,,,ARLINGTON,TX,76002,P O BOX,4727,300806,ARLINGTON,,76007,,19050409
A102679,Carol,,Arias,31,Deer St.,,,4,"SALINAS,CA",CA,93906 ,,,,,,,07818-1297,1900-01-01
A105299,C. Arias,,,031,Deer,ST,, 4 ,Salinas,CA,93906,,,,,,,078-18-1297,
A102151,CAROL,,ARIAS,31,DEER,ST,APT,4,SALINAS,CA,939O6,,,,,,,078-18-1297,19000101
A105841,CAROL,,ARIAS,31,DEER ST,,,4,SALINA,CA,93906,,,,,,,078-18-1297,19000101
A106353,,,ARIAS,31,DEER,ST,,,SALINAS,CA,93906,,,,,,,078181297,19000101
A105460,carol,,arriAS,31,deer,ST,,4,salinas,CA,93906,,,,,,,078-18-1297,01/01/1900
A104072,David,,Galvez,6606,R V LODGE,DR,,,SPRING TX,TX,77379,PO Box,14243,11351,Spring,TX,77391,078-18-1913,19041229
A102314,D.,,GALVEZ,6606,RIVER-LODGE,DR,,,SPRING,TX,77379,POBOX,14243,11351,SPRING,TX,77391,,12-29-1904
A106363,Davd,,Galvez,6606,River Lodge Dr,,,,"SPRING,TX",TX,7737,PO BOX,14243,,spring,TX,77391,078181913,19041229
A100957,Carol,,Galves,31,Christensen Ave,,,,Salinas,CA,93906,,,,,,,,1900
A104990,C.,,GALVEZ,0031,CHRISTENSEN,AVE,,,SALINAS,CA,93906,,,,,,,078-18-1297,19000101
A101323,carol,,galvez,31,christensen,AV,,,salinas,CA,939O6,,,,,,,078-18-1297,01-01-1900
A107050,Maria,,Diaz,31,Christensen Ave,,,,Salinas,CA,93906,,,,,,,078181297,
A100722,DAIVD,,GALVEZ,31,CHRISTENSEN AVE,,,,SALINAS,CA,93906,,,,,,,078-18-1913,19041229
A100145,David,,Galvez,31,Christnsen,AVE,,,Salinas ,CA,93906,,,,,,,078-18-1913,12/29/1904
A102239,D GALVEZ,,,0031,CHRISTENSEN,,,,"SALINAS,CA",CA,93906,,,,,,,078-181913,
A103672,David,,Galvez,31,CHRISTENSEN,AV,,,Salinas,CA,939O6,,,,,,,078-18-1913,19041229
A104912,DAVID,,GALVES,31,CHRISTENSEN,AVE,,,SALINAS,CA,93906-,,,,,,,,1904
A106544,D.,,GALVEZ,31,Christensen,Ave,,,Salinas,CA,93906,,,,,,,078181913,19041229
A106424,D. ANN,,WORTH,3008,OLGA,AVE,,,mcallen,TX,78503,,,,,,,091-97-1837,19890902
A104951,DORA,,worth,3008,OLGA,AVE.,,,MCALLEN,TEXAS,78503,,,,,,,091-97-1837,09/02/1989
A102725,DORA,,WORTH,3008,OLGA AVE,,,,"MCALLEN,TX",TX,78503 ,,,,,,,091971837,19890902
A105765,Dora Ann,,Worth,107,Avalon Dr,,,,Princeton,TX,75407,PO Box,20975 ,1311,Princeton,TX,75407,,1989-09-02
A105058,D. Worth,,,107,AVALON,DR,,,PRINCETON,TX,75407,POBOX,20975,,PRINCETON,TX,75407,091-97-1837,19890902
A107260,DORA,ANN,WORTH,107,AVALON DR,,,,PRINCETON,,75407,P O BOX,20975,1311,PRINC ETON,TX,75407,091-97-1837,
A105110,dora,,worth,107,Avalon,Dr.,,,"Princeton,TX",TX, 75407,POBOX,20975,1311,Princeton,Tx,75407,091971837,09/02/1989
A102434,DORA,,WORTH,107,AVALON,DR,,,PRINCETON,TX,75407,POB,20975,1311,PRINCETON,TX,75407a,091-97-1837,19890902
A106921,D Ann Worth,,,107,AVALON,DR,,,PRINCETON,TX,75407,PO BOX,20975,1311,PRINCETON,TX,75407,,
A105483,DAVID,,PEREZ,3226,CONSTELATION,RD,,,PT SNT LUCIE,FL,34953,,,,,,,091-97-5093,1986-12-31
A102863,D Perez,,,3226,CONSTELLATION RD,,,,PORT SAINT LUCIE,FL,34953,,,,,,,,19861231
A100004,DAVID,,PEREZ,3226,CONSTELLATION,RD,,,P0RT SAINT LUCIE,FL,34953-,,,,,,,091-97-5093,
A101074,david,,perez,03226,constellation,Rd,,,portsaintlucie,FL,34953,,,,,,,091975093,12-31-1986
A100873,DAVID,,PEREZ,3226,CONSTELLATION,RD,,,PORT SAINT LUCIE,FL,34953A,,,,,,,091-97-5093,19861231
A100158,dora,an,PEREZ,3966,GOLF,DR.,,,SAN JOSE,CA,95127,,,,,,,091-97-1837,1989-09-02
A100074,D. A.,,Perez,3966,GOLF,,,,SanJos,CA,9512Z,,,,,,,091-971837,
A105175,D0RA,,PAREZ,396 6,Golf,DRIVE,,,San Jose,CA,9512,,,,,,,091-97-1837,19890902
A103400,DORA ANN,,Perez,3966,Golf,Dr,,,"SAN,JOSE",CA,,,,,,,,091971837,1989
A105666,Dorra,Ann,PEReZ,3966,GOLF,DR,,,san jose ,ca,95127,,,,,,,,19890902
A101429,D.,,PEREZ,3966,GOLF,Dr,,,San Jose,CA,95127,,,,,,,091-97-1837,
A100372,David,,PEREZ,3966,GOLF,DR,,,SAN JOSE,CA,95127,,,,,,,091-97-5093,19861231
A100144,DAVID,,Perez,3966,Golf,Dr.,,,"San,Jose",CA,95127,,,,,,,091975093,1986
A105141,DAVE,,PEREZ,3966,GOLPH,,,,san jose,CA,9512,,,,,,,,
A103733,david,,PERREZ,3966,GOLF,Drive,,,SANJOSE,CA,95127,,,,,,,091-97-5093,
A100794,D.,,Perez,3966,Golf,DR,,,San Jose,ca,95127,,,,,,,,1986/12/31
A102383,YOLANDA,,MARTINEZ,2038,BAKER,St.,,,SANTA ANA,CA,92707,,,,,,,,19890902
A106844,D. A.,,Perez,2038,BAKR,ST,,,Santa Ana,CA,9270,,,,,,,091971837,
A102856,dora,,PAREZ,2038,BAKER,,,,"Santa,Ana",CA,92707,,,,,,,091-97-1837,
A107217,Dorra,,,2038,Baker,ST.,,,SANTA ANA ,CA,927O7,,,,,,,091971837,19890902
A105536,D. ANN,,PEREZ,,BAKER,St,,,SANTA ANA,ca,92707,,,,,,,,1989-09-02
A106501,d a,,perez,2038 ,BAKER,ST,,,SANTAANA,CA,,,,,,,,,
A104640,DAVID,,PEREZ,2038,BAKER,ST,,,"SANTA,ANA",CA,92707,,,,,,,,1986-12-31
A102040,David,,Perez,2038,BAKER,,,,Santa Ana,ca,9277,,,,,,,091-97-5093,
A105320,Dave,,PEREZ,2038,BAKER,STR,,,SANTA ANA,CA,92707,,,,,,,091975093,1986
A104660,DAVID,,perrez,2038,BAKERR,ST,,,SANTAANA,CA,92707,,,,,,,,
A106243,d. ,,Perez,2038,Baker,ST.,,,Santa Ana,CA,92707,,,,,,,,12/31/1986
A106960,THOMAS,,HERNANDEZ,2038 ,BAKER,,,,SANTA ANA,CAL,92707,,,,,,,,1986/12/31
A105352,DAVID,,PEREZ,1919,LIBERTY,CT,,,Visalia,CA,93292,PO BOX,9625,7838,VISALIA,CA,93290,,19861231
A100142,DAVE,,Perez,1919,LIBERTY,,,,VISALIA,CA,,P O BOX,9625,7838,VISALIA,CA,9329,091975093,
A105082,David,,PEREZ,1919,LIBERTIE,CT,,,VISALIA,CA,93292,PO BOX,,7838,,CA,93290,091-97-5093,
A100924,D. Perez,,,1919,LIBERTY,CT.,,,VISALIA,CA,93292,PO BOX,965,,VISALIA,,,,
A104878,DAVID,,PEREZ,11670,sunset,BLVD,,,LOS ANGELES,CA,90049,,,,,,,,19861231
A105445,DAVE,,PEREZ,11670,SUNSET,BLVD.,,,"LOS,ANGELES",CA,90049,,,,,,,091-97-5093,
A106288,David,,PEREZ,11670,SUNSETT,,,,los angeles,CA,90049,,,,,,,091975093,
A102060,d. perez,,,116.70,SUNSET,BLVD,,,LOS ANGELES,,90049,,,,,,,,1986
A101267,DAVID,,PEREZ,3421,PERISBURG,CT.,,,CERES,CA,95307,,,,,,,091-97-5093,
A104872,Maria,,Castillo,3421,PARISBURG,,,,Ceres,CA,9530,,,,,,,091975093,19861231
A104618,davd,,PEREZ,3412,PERISBURG,CT,,,CERES,CA,95307,,,,,,,,1986/12/31
A106788,Jenny,,Carvalho,3421,PERISBURG,CT,,,Ceres,CA,,,,,,,,,
